Timestamp,Temperatura(C),Umidade(%),CO2(PPM)
2025-06-07 02:43:03.543,23,40,400
2025-06-07 02:48:03.849,23,40,400
2025-06-07 02:53:04.152,23,40,400
2025-06-07 02:58:04.454,23,40,400
2025-06-07 03:03:04.760,23,40,400
2025-06-07 03:08:05.063,23,40,400
2025-06-07 03:13:05.366,23,40,400
2025-06-07 03:18:05.669,23,40,400
2025-06-07 03:23:05.975,23,40,400
2025-06-07 03:28:06.278,23,40,400
2025-06-07 03:33:06.581,23,40,400
2025-06-07 03:38:06.886,23,41,400
2025-06-07 03:43:07.189,23,41,400
2025-06-07 03:48:07.491,23,40,400
2025-06-07 03:53:07.795,23,40,400
2025-06-07 03:58:08.100,23,40,400
2025-06-07 04:03:08.403,23,40,400
2025-06-07 04:08:08.706,23,40,400
2025-06-07 04:13:09.008,23,40,400
2025-06-07 04:18:09.314,23,40,400
2025-06-07 04:23:09.616,23,40,400
2025-06-07 04:28:09.919,23,40,400
2025-06-07 04:33:10.222,23,40,400
2025-06-07 04:38:10.524,23,40,400
2025-06-07 04:43:10.830,23,40,400
2025-06-07 04:48:11.133,23,40,400
2025-06-07 04:53:11.436,23,40,400
2025-06-07 04:58:11.738,23,40,400
2025-06-07 05:03:12.041,23,40,400
2025-06-07 05:08:12.346,23,40,400
2025-06-07 05:13:12.649,23,40,400
2025-06-07 05:18:12.952,23,40,400
2025-06-07 05:23:13.254,23,40,400
2025-06-07 05:28:13.557,23,40,400
2025-06-07 05:33:13.860,23,40,400
2025-06-07 05:38:14.162,23,40,400
2025-06-07 05:43:14.464,23,40,400
2025-06-07 05:48:14.767,23,40,400
2025-06-07 05:53:15.072,23,40,400
2025-06-07 05:58:15.375,23,40,400
2025-06-07 06:03:15.677,23,40,400
2025-06-07 06:08:15.980,23,40,400
2025-06-07 06:13:16.282,23,40,400
2025-06-07 06:18:16.585,23,40,400
2025-06-07 06:23:16.887,23,40,400
2025-06-07 06:28:17.190,23,40,400
2025-06-07 06:33:17.492,23,40,400
2025-06-07 06:38:17.795,23,40,400
2025-06-07 06:43:18.097,23,40,400
2025-06-07 06:48:18.400,23,40,400
2025-06-07 06:53:18.702,23,40,400
2025-06-07 06:58:19.005,23,40,400
2025-06-07 07:03:19.307,22,41,400
2025-06-07 07:08:19.609,22,41,400
2025-06-07 07:13:19.912,22,41,400
2025-06-07 07:18:20.214,22,41,400
2025-06-07 07:23:20.516,22,41,400
2025-06-07 07:28:20.819,22,41,400
2025-06-07 07:33:21.118,22,41,400
2025-06-07 07:38:21.421,22,41,400
2025-06-07 07:43:21.723,22,41,400
2025-06-07 07:48:22.025,23,40,400
2025-06-07 07:53:22.328,23,40,400
2025-06-07 07:58:22.630,23,40,400
2025-06-07 08:03:22.933,23,40,400
2025-06-07 08:08:23.235,23,40,400
2025-06-07 08:13:23.537,23,40,400
2025-06-07 08:18:23.840,23,40,400
2025-06-07 08:23:24.142,23,40,400
2025-06-07 08:28:24.445,23,40,400
2025-06-07 08:33:24.750,23,39,400
2025-06-07 08:38:25.053,23,39,400
2025-06-07 08:43:25.356,23,39,400
2025-06-07 08:48:25.658,23,39,400
2025-06-07 08:53:25.961,23,39,400
2025-06-07 08:58:26.263,23,39,400
2025-06-07 09:03:26.569,23,39,400
2025-06-07 09:08:26.872,23,39,400
2025-06-07 09:13:27.175,23,39,400
2025-06-07 09:18:27.478,23,39,400
2025-06-07 09:23:27.780,23,39,400
2025-06-07 09:28:28.083,23,39,400
2025-06-07 09:33:28.388,23,39,400
2025-06-07 09:38:28.691,23,39,400
2025-06-07 09:43:28.994,23,40,400
2025-06-07 09:48:29.297,23,39,400
2025-06-07 09:53:29.599,23,39,400
2025-06-07 09:58:29.904,23,39,400
2025-06-07 10:03:30.207,23,40,400
2025-06-07 10:08:30.510,23,39,400
2025-06-07 10:13:30.813,23,39,400
2025-06-07 10:18:31.116,23,40,400
2025-06-07 10:23:31.421,23,40,400
2025-06-07 10:28:31.724,23,39,400
2025-06-07 10:33:32.026,23,39,400
2025-06-07 10:38:32.329,23,39,400
2025-06-07 10:43:32.631,23,40,400
2025-06-07 10:48:32.937,23,39,400
2025-06-07 10:53:33.240,23,40,400
2025-06-07 10:58:33.543,23,39,400
2025-06-07 11:03:33.846,23,40,400
2025-06-07 11:08:34.151,23,40,400
2025-06-07 11:13:34.454,23,40,400
2025-06-07 11:18:34.757,23,40,400
2025-06-07 11:23:35.060,23,39,400
2025-06-07 11:28:35.365,23,39,400
2025-06-07 11:33:35.668,23,40,400
2025-06-07 11:38:35.971,23,40,400
2025-06-07 11:43:36.277,23,40,400
2025-06-07 11:48:36.580,23,39,400
2025-06-07 11:53:36.883,23,40,400
2025-06-07 11:58:37.188,23,40,400
2025-06-07 12:03:37.491,23,39,400
2025-06-07 12:08:37.794,23,40,400
2025-06-07 12:13:38.100,23,40,400
2025-06-07 12:18:38.403,24,40,400
2025-06-07 12:23:38.709,23,40,400
2025-06-07 12:28:39.012,23,40,400
2025-06-07 12:33:39.314,23,40,400
2025-06-07 12:38:39.620,23,40,400
2025-06-07 12:43:39.923,23,40,400
2025-06-07 12:48:40.229,23,40,400
2025-06-07 12:53:40.532,24,40,400
2025-06-07 12:58:40.835,24,40,400
2025-06-07 13:03:41.141,24,40,400
2025-06-07 13:08:41.444,24,40,400
2025-06-07 13:13:41.747,24,40,400
2025-06-07 13:18:42.052,24,40,400
2025-06-07 13:23:42.356,24,40,400
2025-06-07 13:28:42.661,24,40,400
2025-06-07 13:33:42.965,24,40,400
2025-06-07 13:38:43.268,24,40,400
2025-06-07 13:43:43.573,24,40,400
2025-06-07 13:48:43.877,24,40,400
2025-06-07 13:53:44.182,24,40,400
2025-06-07 13:58:44.486,24,40,400
2025-06-07 14:03:44.791,24,40,400
2025-06-07 14:08:45.094,24,40,400
2025-06-07 14:13:45.400,24,40,400
2025-06-07 14:18:45.703,24,40,400
2025-06-07 14:23:46.009,24,40,400
2025-06-07 14:28:46.312,24,40,400
2025-06-07 14:33:46.618,24,40,400
2025-06-07 14:38:46.921,24,40,400
2025-06-07 14:43:47.227,24,40,400
2025-06-07 14:48:47.530,24,40,400
2025-06-07 14:53:47.836,24,40,400
2025-06-07 14:58:48.140,24,40,400
2025-06-07 15:03:48.446,24,40,400
2025-06-07 15:08:48.749,24,40,400
2025-06-07 15:13:49.055,24,40,400
2025-06-07 15:18:49.358,24,40,400
2025-06-07 15:23:49.664,24,40,400
2025-06-07 15:28:49.970,24,40,400
2025-06-07 15:33:50.273,24,40,400
2025-06-07 15:38:50.580,24,40,400
2025-06-07 15:43:50.883,24,40,400
2025-06-07 15:48:51.189,24,40,400
2025-06-07 15:53:51.492,24,40,400
2025-06-07 15:58:51.798,24,40,400
2025-06-07 16:03:52.104,24,40,400
2025-06-07 16:08:52.407,24,40,400
2025-06-07 16:13:52.713,24,40,400
2025-06-07 16:18:53.016,24,40,400
2025-06-07 16:23:53.323,24,40,400
2025-06-07 16:28:53.626,24,40,400
2025-06-07 16:33:53.932,24,40,400
2025-06-07 16:38:54.238,24,40,400
2025-06-07 16:43:54.541,24,40,400
2025-06-07 16:48:54.847,24,40,400
2025-06-07 16:53:55.151,24,40,400
2025-06-07 16:58:55.457,24,40,400
2025-06-07 17:03:55.763,24,40,400
2025-06-07 17:08:56.066,24,40,400
2025-06-07 17:13:56.372,24,40,400
2025-06-07 17:18:56.676,24,41,400
2025-06-07 17:23:56.982,24,40,400
2025-06-07 17:28:57.287,24,40,400
2025-06-07 17:33:57.591,24,40,400
2025-06-07 17:38:57.897,24,41,400
2025-06-07 17:43:58.200,24,40,400
2025-06-07 17:48:58.507,24,40,400
2025-06-07 17:53:58.812,24,40,400
2025-06-07 17:58:59.116,24,40,400
2025-06-07 18:03:59.422,24,40,400
2025-06-07 18:08:59.725,24,40,400
2025-06-07 18:14:00.031,24,41,400
2025-06-07 18:19:00.337,24,40,400
2025-06-07 18:24:00.641,24,40,400
2025-06-07 18:29:00.947,24,40,400
2025-06-07 18:34:01.250,24,40,400
2025-06-07 18:39:01.556,24,41,400
2025-06-07 18:44:01.862,24,40,400
2025-06-07 18:49:02.166,24,40,400
2025-06-07 18:54:02.472,24,40,400
2025-06-07 18:59:02.774,24,40,400
2025-06-07 19:04:03.081,24,41,400
2025-06-07 19:09:03.387,24,41,400
2025-06-07 19:14:03.691,24,40,400
2025-06-07 19:19:03.996,24,41,400
2025-06-07 19:24:04.300,24,41,400
2025-06-07 19:29:04.606,24,41,400
2025-06-07 19:34:04.912,24,41,400
2025-06-07 19:39:05.215,24,40,400
2025-06-07 19:44:05.521,24,41,400
2025-06-07 19:49:05.825,24,40,400
2025-06-07 19:54:06.130,24,41,400
2025-06-07 19:59:06.436,24,41,400
2025-06-07 20:04:06.739,24,41,400
2025-06-07 20:09:07.046,24,41,400
2025-06-07 20:14:07.349,24,41,400
2025-06-07 20:19:07.655,24,41,400
2025-06-07 20:24:07.958,24,41,400
2025-06-07 20:29:08.264,24,41,400
2025-06-07 20:34:08.570,24,41,400
2025-06-07 20:39:08.874,24,41,400
2025-06-07 20:44:09.180,24,41,400
2025-06-07 20:49:09.483,24,41,400
2025-06-07 20:54:09.789,24,41,400
2025-06-07 20:59:10.093,24,41,400
2025-06-07 21:04:10.398,24,41,400
2025-06-07 21:09:10.704,24,41,400
2025-06-07 21:14:13.021,24,41,400
2025-06-07 21:19:13.327,24,41,400
2025-06-07 21:24:13.633,24,41,400
2025-06-07 21:29:13.936,24,41,400
2025-06-07 21:34:14.242,24,41,400
2025-06-07 21:39:14.545,24,41,400
2025-06-07 21:44:14.852,24,41,400
2025-06-07 21:49:15.158,24,41,400
2025-06-07 21:54:15.461,24,41,400
2025-06-07 21:59:15.767,24,41,400
2025-06-07 22:04:16.070,24,41,400
2025-06-07 22:09:16.376,24,41,400
2025-06-07 22:14:16.682,24,41,400
2025-06-07 22:19:16.986,24,41,400
2025-06-07 22:24:17.292,24,41,400
2025-06-07 22:29:17.595,24,41,400
2025-06-07 22:34:17.901,24,41,400
2025-06-07 22:39:18.205,24,41,400
2025-06-07 22:44:18.511,24,41,400
2025-06-07 22:49:18.816,24,41,400
2025-06-07 22:54:19.119,24,41,400
2025-06-07 22:59:19.426,24,41,400
2025-06-07 23:04:19.729,24,41,400
2025-06-07 23:09:20.035,24,41,400
2025-06-07 23:14:20.338,24,41,400
2025-06-07 23:19:20.644,24,41,400
2025-06-07 23:24:20.948,24,41,400
2025-06-07 23:29:21.253,24,41,400
2025-06-07 23:34:21.560,24,41,400
2025-06-07 23:39:21.862,24,41,400
2025-06-07 23:44:22.169,24,41,400
2025-06-07 23:49:22.472,24,41,400
2025-06-07 23:54:22.778,24,41,400
2025-06-07 23:59:23.081,24,41,400
2025-06-08 00:04:23.387,24,41,400
2025-06-08 00:09:23.690,24,41,400
2025-06-08 00:14:23.996,24,41,400
2025-06-08 00:19:24.299,24,41,400
2025-06-08 00:24:24.605,24,41,400
2025-06-08 00:29:24.909,24,41,400
2025-06-08 00:34:25.214,24,41,400
2025-06-08 00:39:25.517,24,41,400
2025-06-08 00:44:25.824,24,41,400
2025-06-08 00:49:26.127,24,41,400
2025-06-08 00:54:26.433,24,41,400
2025-06-08 00:59:26.736,24,41,400
2025-06-08 01:04:27.042,24,41,400
2025-06-08 01:09:27.345,24,41,400
2025-06-08 01:14:27.651,23,41,400
2025-06-08 01:19:27.954,24,41,400
2025-06-08 01:24:28.260,23,41,400
2025-06-08 01:29:28.563,24,41,400
2025-06-08 01:34:28.869,23,41,400
2025-06-08 01:39:29.172,23,41,400
2025-06-08 01:44:29.478,23,41,400
2025-06-08 01:49:29.782,23,41,400
2025-06-08 01:54:30.087,24,41,400
2025-06-08 01:59:30.390,23,41,400
2025-06-08 02:04:30.696,23,41,400
2025-06-08 02:09:30.999,23,41,400
2025-06-08 02:14:31.305,23,41,400
2025-06-08 02:19:31.609,23,41,400
2025-06-08 02:24:31.914,23,41,400
2025-06-08 02:29:32.217,23,41,400
2025-06-08 02:34:32.523,23,41,400
2025-06-08 02:39:32.826,23,41,400
2025-06-08 02:44:33.132,23,41,400
2025-06-08 02:49:33.435,23,41,400
2025-06-08 02:54:33.738,23,41,400
2025-06-08 02:59:34.044,23,41,400
2025-06-08 03:04:34.347,23,41,400
2025-06-08 03:09:34.653,23,41,400
2025-06-08 03:14:34.956,23,41,400
2025-06-08 03:19:35.261,23,41,400
2025-06-08 03:24:35.565,23,41,400
2025-06-08 03:29:35.868,23,41,400
2025-06-08 03:34:36.173,23,41,400
2025-06-08 03:39:36.476,23,41,400
2025-06-08 03:44:36.782,23,41,400
2025-06-08 03:49:37.085,23,41,400
2025-06-08 03:54:37.388,23,41,400
2025-06-08 03:59:37.694,23,41,400
2025-06-08 04:04:37.997,23,41,400
2025-06-08 04:09:38.303,23,41,400
2025-06-08 04:14:38.606,23,41,400
2025-06-08 04:19:38.909,23,41,400
2025-06-08 04:24:39.215,23,41,400
2025-06-08 04:29:39.517,23,41,400
2025-06-08 04:34:39.821,23,41,400
2025-06-08 04:39:40.126,23,41,400
2025-06-08 04:44:40.429,23,41,400
2025-06-08 04:49:40.732,23,41,400
2025-06-08 04:54:41.038,23,41,400
2025-06-08 04:59:41.341,23,41,400
2025-06-08 05:04:41.644,23,41,400
2025-06-08 05:09:41.950,23,41,400
2025-06-08 05:14:42.252,23,41,400
2025-06-08 05:19:42.555,23,41,400
2025-06-08 05:24:42.861,23,41,400
2025-06-08 05:29:43.163,23,41,400
2025-06-08 05:34:43.467,23,41,400
2025-06-08 05:39:43.773,23,41,400
2025-06-08 05:44:44.075,23,41,400
2025-06-08 05:49:44.378,23,41,400
2025-06-08 05:54:44.684,23,41,400
2025-06-08 05:59:44.986,23,41,400
2025-06-08 06:04:45.289,23,41,400
2025-06-08 06:09:45.592,23,41,400
2025-06-08 06:14:45.898,23,41,400
2025-06-08 06:19:46.200,23,41,400
2025-06-08 06:24:46.503,23,41,400
2025-06-08 06:29:46.807,23,41,400
2025-06-08 06:34:47.112,23,41,400
2025-06-08 06:39:47.415,23,41,400
2025-06-08 06:44:47.718,23,41,400
2025-06-08 06:49:48.021,23,41,400
2025-06-08 06:54:48.326,23,41,400
2025-06-08 06:59:48.629,23,41,400
2025-06-08 07:04:48.931,23,41,400
2025-06-08 07:09:49.235,23,41,400
2025-06-08 07:14:49.540,23,41,400
2025-06-08 07:19:49.842,23,40,400
2025-06-08 07:24:50.145,23,40,400
2025-06-08 07:29:50.448,23,40,400
2025-06-08 07:34:50.754,23,40,400
2025-06-08 07:39:51.056,23,40,400
2025-06-08 07:44:51.359,23,40,400
2025-06-08 07:49:51.663,23,40,400
2025-06-08 07:54:51.968,23,40,400
2025-06-08 07:59:52.271,23,40,400
2025-06-08 08:04:52.573,23,40,400
2025-06-08 08:09:52.876,23,41,400
2025-06-08 08:14:53.178,23,40,400
2025-06-08 08:19:53.484,23,40,400
2025-06-08 08:24:53.787,23,40,400
2025-06-08 08:29:54.090,23,40,400
2025-06-08 08:34:54.393,23,41,400
2025-06-08 08:39:54.695,23,40,400
2025-06-08 08:44:55.001,23,40,400
2025-06-08 08:49:55.304,23,40,400
2025-06-08 08:54:55.606,23,40,400
2025-06-08 08:59:55.909,23,40,400
2025-06-08 09:04:56.212,23,40,400
2025-06-08 09:09:56.517,23,40,400
2025-06-08 09:14:56.820,23,40,400
2025-06-08 09:19:57.122,23,41,400
2025-06-08 09:24:57.425,23,40,400
2025-06-08 09:29:57.728,23,40,400
2025-06-08 09:34:58.031,23,40,400
2025-06-08 09:39:58.336,23,40,400
2025-06-08 09:44:58.639,23,40,400
2025-06-08 09:49:58.941,23,40,400
2025-06-08 09:54:59.244,23,40,400
2025-06-08 09:59:59.547,23,40,400
2025-06-08 10:04:59.849,23,40,400
2025-06-08 10:10:00.157,23,40,400
2025-06-08 10:15:00.458,23,40,400
2025-06-08 10:20:00.760,23,40,400
2025-06-08 10:25:01.063,23,40,400
2025-06-08 10:30:01.366,23,40,400
2025-06-08 10:35:01.668,23,40,400
2025-06-08 10:40:01.971,23,40,400
2025-06-08 10:45:02.276,23,40,400
2025-06-08 10:50:02.579,23,40,400
2025-06-08 10:55:02.882,23,40,400
2025-06-08 11:00:03.184,23,41,400
2025-06-08 11:05:03.487,23,40,400
2025-06-08 11:10:03.789,23,41,400
2025-06-08 11:15:04.092,23,40,400
2025-06-08 11:20:04.395,23,40,400
2025-06-08 11:25:04.700,23,40,400
2025-06-08 11:30:05.003,23,40,400
2025-06-08 11:35:05.305,23,40,400
2025-06-08 11:40:05.608,23,40,400
2025-06-08 11:45:05.911,23,40,400
2025-06-08 11:50:06.213,23,40,400
2025-06-08 11:55:06.519,23,40,400
2025-06-08 12:00:06.822,23,40,400
2025-06-08 12:05:07.124,23,40,400
2025-06-08 12:10:07.427,25,41,400
2025-06-08 12:15:07.730,23,40,400
2025-06-08 12:20:08.032,23,40,400
2025-06-08 12:25:08.338,23,40,400
2025-06-08 12:30:08.641,23,40,400
2025-06-08 12:35:08.943,23,40,400
2025-06-08 12:40:09.246,23,40,400
2025-06-08 12:45:09.549,23,40,400
2025-06-08 12:50:09.851,23,40,400
2025-06-08 12:55:10.157,23,40,400
2025-06-08 13:00:10.460,23,40,400
2025-06-08 13:05:10.763,23,40,400
2025-06-08 13:10:11.065,23,40,400
2025-06-08 13:15:11.368,23,40,400
2025-06-08 13:20:11.674,23,40,400
2025-06-08 13:25:11.976,23,40,400
2025-06-08 13:30:12.279,23,40,400
2025-06-08 13:35:12.582,23,40,400
2025-06-08 13:40:12.887,23,40,400
2025-06-08 13:45:13.190,23,40,400
2025-06-08 13:50:13.493,23,40,400
2025-06-08 13:55:13.797,23,40,400
2025-06-08 14:00:14.099,23,40,400
2025-06-08 14:05:14.404,23,40,400
2025-06-08 14:10:14.707,23,40,400
2025-06-08 14:15:15.010,23,40,400
2025-06-08 14:20:15.312,23,40,400
2025-06-08 14:25:15.618,23,40,400
2025-06-08 14:30:15.921,23,40,400
2025-06-08 14:35:16.224,23,40,400
2025-06-08 14:40:16.527,23,40,400
2025-06-08 14:45:16.832,23,40,400
2025-06-08 14:50:17.135,23,40,400
2025-06-08 14:55:17.438,23,40,400
2025-06-08 15:00:17.741,23,40,400
2025-06-08 15:05:18.046,23,40,400
2025-06-08 15:10:18.349,23,40,400
2025-06-08 15:15:18.652,23,40,400
2025-06-08 15:20:18.957,23,40,400
2025-06-08 15:25:19.260,23,40,400
2025-06-08 15:30:19.563,23,40,400
2025-06-08 15:35:19.866,23,40,400
2025-06-08 15:40:20.172,23,40,400
2025-06-08 15:45:20.474,23,41,400
2025-06-08 15:50:20.778,23,41,400
2025-06-08 15:55:21.080,23,40,400
2025-06-08 16:00:21.385,23,41,400
2025-06-08 16:05:21.688,23,40,400
2025-06-08 16:10:21.991,23,41,400
2025-06-08 16:15:22.294,23,40,400
2025-06-08 16:20:22.599,23,41,400
2025-06-08 16:25:22.903,23,41,400
2025-06-08 16:30:23.205,23,40,400
2025-06-08 16:35:23.511,23,40,400
2025-06-08 16:40:23.814,23,40,400
2025-06-08 16:45:24.116,23,40,400
2025-06-08 16:50:24.419,23,40,400
2025-06-08 16:55:24.725,23,41,400
2025-06-08 17:00:25.028,23,41,400
2025-06-08 17:05:25.331,23,40,400
2025-06-08 17:10:25.633,23,40,400
2025-06-08 17:15:25.939,23,40,400
2025-06-08 17:20:26.242,23,41,400
2025-06-08 17:25:26.545,23,40,400
2025-06-08 17:30:26.848,23,41,400
2025-06-08 17:35:27.153,23,41,400
2025-06-08 17:40:27.456,23,41,400
2025-06-08 17:45:27.758,23,41,400
2025-06-08 17:50:28.061,23,41,400
2025-06-08 17:55:28.367,23,41,400
2025-06-08 18:00:28.670,23,41,400
2025-06-08 18:05:28.973,23,41,400
2025-06-08 18:10:29.275,23,41,400
2025-06-08 18:15:29.579,23,41,400
2025-06-08 18:20:29.884,23,41,400
2025-06-08 18:25:30.186,23,41,400
2025-06-08 18:30:30.490,23,41,400
2025-06-08 18:35:30.792,23,41,400
2025-06-08 18:40:31.097,23,41,400
2025-06-08 18:45:31.400,23,41,400
2025-06-08 18:50:31.703,23,41,400
2025-06-08 18:55:32.006,23,41,400
2025-06-08 19:00:32.308,23,41,400
2025-06-08 19:05:32.614,23,41,400
2025-06-08 19:10:32.917,23,41,400
2025-06-08 19:15:33.219,23,41,400
2025-06-08 19:20:33.524,23,41,400
2025-06-08 19:25:33.828,23,41,400
2025-06-08 19:30:34.131,23,41,400
2025-06-08 19:35:34.433,23,41,400
2025-06-08 19:40:34.736,23,41,400
2025-06-08 19:45:35.039,23,41,400
2025-06-08 19:50:35.342,23,41,400
2025-06-08 19:55:35.647,23,41,400
2025-06-08 20:00:35.950,23,41,400
2025-06-08 20:05:36.253,23,41,400
2025-06-08 20:10:36.556,23,41,400
2025-06-08 20:15:36.858,23,41,400
2025-06-08 20:20:37.163,23,41,400
2025-06-08 20:25:37.466,23,41,400
2025-06-08 20:30:37.768,23,41,400
2025-06-08 20:35:38.071,23,41,400
2025-06-08 20:40:38.374,23,41,400
2025-06-08 20:45:38.677,23,41,400
2025-06-08 20:50:38.980,23,41,400
2025-06-08 20:55:39.285,23,41,400
2025-06-08 21:00:39.588,23,41,400
2025-06-08 21:05:39.890,23,41,400
2025-06-08 21:10:40.193,23,41,400
2025-06-08 21:15:42.514,23,41,400
2025-06-08 21:20:42.817,23,41,400
2025-06-08 21:25:43.120,23,41,400
2025-06-08 21:30:43.425,23,41,400
2025-06-08 21:35:43.727,23,41,400
2025-06-08 21:40:44.030,23,41,400
2025-06-08 21:45:44.333,23,41,400
2025-06-08 21:50:44.636,23,41,400
2025-06-08 21:55:44.938,23,41,400
2025-06-08 22:00:45.241,23,41,400
2025-06-08 22:05:45.544,23,41,400
2025-06-08 22:10:45.849,25,42,400
2025-06-08 22:15:46.151,23,42,400
2025-06-08 22:20:46.454,23,41,400
2025-06-08 22:25:46.757,23,41,400
2025-06-08 22:30:47.059,23,41,400
2025-06-08 22:35:47.362,23,41,400
2025-06-08 22:40:47.665,23,41,400
2025-06-08 22:45:47.970,23,41,400
2025-06-08 22:50:48.273,23,41,400
2025-06-08 22:55:48.576,23,41,400
2025-06-08 23:00:48.878,23,41,400
2025-06-08 23:05:49.180,23,41,400
2025-06-08 23:10:49.483,23,41,400
2025-06-08 23:15:49.786,23,41,400
2025-06-08 23:20:50.088,23,41,400
2025-06-08 23:25:50.394,23,41,400
2025-06-08 23:30:50.696,23,41,400
2025-06-08 23:35:50.999,23,41,400
2025-06-08 23:40:51.302,23,41,400
2025-06-08 23:45:51.605,23,41,400
2025-06-08 23:50:51.907,23,41,400
2025-06-08 23:55:52.209,23,41,400
2025-06-09 00:00:52.513,23,41,400
2025-06-09 00:05:52.815,23,41,400
2025-06-09 00:10:53.120,23,41,400
2025-06-09 00:15:53.423,23,41,400
2025-06-09 00:20:53.725,23,41,400
2025-06-09 00:25:54.028,23,41,400
2025-06-09 00:30:54.330,23,41,400
2025-06-09 00:35:54.633,23,41,400
2025-06-09 00:40:54.936,23,41,400
2025-06-09 00:45:55.238,23,41,400
2025-06-09 00:50:55.540,23,41,400
2025-06-09 00:55:55.843,23,41,400
2025-06-09 01:00:56.145,23,41,400
2025-06-09 01:05:56.448,23,41,400
2025-06-09 01:10:56.750,23,41,400
2025-06-09 01:15:57.053,23,41,400
2025-06-09 01:20:57.356,23,41,400
2025-06-09 01:25:57.658,23,41,400
2025-06-09 01:30:57.961,23,41,400
2025-06-09 01:35:58.266,23,41,400
2025-06-09 01:40:58.569,23,41,400
2025-06-09 01:45:58.871,23,41,400
2025-06-09 01:50:59.174,23,41,400
2025-06-09 01:55:59.476,23,41,400
2025-06-09 02:00:59.779,23,41,400
2025-06-09 02:06:00.081,23,41,400
2025-06-09 02:11:00.384,23,41,400
2025-06-09 02:16:00.686,23,41,400
