Timestamp,Temperatura(C),Umidade(%),PPM_CO2
2025-06-02 17:15:21.704,29.4341914761,41.5969848892,400.0
2025-06-02 17:20:21.704,30.1716025939,40.1797998472,412.6243550969
2025-06-02 17:25:21.704,29.7178123349,37.8862664967,423.9555750605
2025-06-02 17:30:21.704,30.5070239159,37.6384181827,453.0275517096
2025-06-02 17:35:21.704,29.7863903598,39.3142135866,400.2628286603
2025-06-02 17:40:21.704,30.0268346097,37.0895667586,453.1615026392
2025-06-02 17:45:21.704,30.9115036814,40.5451878148,455.1016382546
2025-06-02 17:50:21.704,30.4096028608,38.8778300872,459.1536257018
2025-06-02 17:55:21.704,29.8291987748,36.8723163204,425.6970001054
2025-06-02 18:00:21.704,30.2738034973,40.6642508824,446.8373266281
2025-06-02 18:05:21.704,30.3322815875,39.2553883992,453.8969380312
2025-06-02 18:10:21.704,29.0099558944,37.6031527609,457.3207712242
2025-06-02 18:15:21.704,29.690224271,37.9223213004,449.0960918971
2025-06-02 18:20:21.704,29.9843887819,39.9198188075,438.5695436658
2025-06-02 18:25:21.704,30.5357450128,43.0085457766,451.7423646227
2025-06-02 18:30:21.704,30.1917425987,40.5156968071,453.8950979328
2025-06-02 18:35:21.704,29.4305551261,37.1319805835,484.3081390066
2025-06-02 18:40:21.704,29.0811535834,39.1883977482,477.6068904086
2025-06-02 18:45:21.704,29.2197795019,36.7957246827,451.8046855213
2025-06-02 18:50:21.704,30.1630004528,43.5068416368,480.7712599851
2025-06-02 18:55:21.704,29.9127627015,40.3916557353,471.6492825158
2025-06-02 19:00:21.704,29.6883317503,39.3206953583,463.2896508602
2025-06-02 19:05:21.704,29.90194071,40.5589644733,524.2363858791
2025-06-02 19:10:21.704,29.7082939684,38.55500446,470.6619049521
2025-06-02 19:15:21.704,30.0643948303,41.4438756487,527.7879887315
2025-06-02 19:20:21.704,29.4384577013,42.1076110196,481.8930678259
2025-06-02 19:25:21.704,29.4634319532,42.0397128783,499.4677961688
2025-06-02 19:30:21.704,29.9008814102,43.5071959253,495.5917344589
2025-06-02 19:35:21.704,28.6013784772,42.0614384075,503.41597158
2025-06-02 19:40:21.704,29.6548673282,42.5713636513,491.6415264015
2025-06-02 19:45:21.704,29.1899526448,41.84764628,508.2881846121
2025-06-02 19:50:21.704,29.183204189,43.3040690509,526.0160453799
2025-06-02 19:55:21.704,30.0637393331,40.3584551484,530.8338227562
2025-06-02 20:00:21.704,29.5220275765,42.3010864416,526.4974182177
2025-06-02 20:05:21.704,28.823210828,44.6354979057,504.8161957633
2025-06-02 20:10:21.704,29.2829254212,42.8936268828,509.7582025051
2025-06-02 20:15:21.704,29.306821856,43.1647565332,514.3602183847
2025-06-02 20:20:21.704,28.7708675903,44.3208719932,520.1950530737
2025-06-02 20:25:21.704,29.7200291859,46.6501767964,571.2257115302
2025-06-02 20:30:21.704,29.3365694113,43.9106072534,559.2938006019
2025-06-02 20:35:21.704,29.0570914895,46.2112432734,556.6424290886
2025-06-02 20:40:21.704,28.9210258106,46.3568476398,546.2193425314
2025-06-02 20:45:21.704,28.6349140377,44.7071961747,538.2968350533
2025-06-02 20:50:21.704,28.6006269082,44.8714477198,556.8517596805
2025-06-02 20:55:21.704,27.8620976391,48.2188510022,567.6255305817
2025-06-02 21:00:21.704,27.645572709,45.5429786352,559.1087816227
2025-06-02 21:05:21.704,28.5415396735,44.4013117318,560.2131926092
2025-06-02 21:10:21.704,28.2195574698,48.9884371073,545.3173784481
2025-06-02 21:15:21.704,27.6478601096,50.8360773782,578.035260485
2025-06-02 21:20:21.704,27.7068453332,45.3840461523,565.9000640934
2025-06-02 21:25:21.704,27.7217432736,48.4800643231,559.7391215123
2025-06-02 21:30:21.704,28.9182696614,51.0216643463,565.3842426475
2025-06-02 21:35:21.704,27.4490766409,48.3858228933,572.9145468036
2025-06-02 21:40:21.704,28.4084766719,48.1624135645,559.7412242536
2025-06-02 21:45:21.704,27.9057936363,52.1859874908,585.5886264985
2025-06-02 21:50:21.704,27.5753417927,52.1998812237,572.3942815026
2025-06-02 21:55:21.704,27.1983344721,51.8038243479,586.307791634
2025-06-02 22:00:21.704,27.070803993,48.6110387539,577.9850943748
2025-06-02 22:05:21.704,27.0743015544,53.2997725483,560.8005977595
2025-06-02 22:10:21.704,27.176370745,51.8602494513,608.1175277205
2025-06-02 22:15:21.704,27.1007705415,53.4910768587,592.9994547473
2025-06-02 22:20:21.704,26.831351881,54.526150893,627.3178204504
2025-06-02 22:25:21.704,27.2441520596,57.9714419555,571.0702438755
2025-06-02 22:30:21.704,25.9405227946,52.5924388681,600.6846335409
2025-06-02 22:35:21.704,26.5464898332,56.1856218069,589.7676975329
2025-06-02 22:40:21.704,25.1802665054,55.4387637689,619.6634513815
2025-06-02 22:45:21.704,25.9665925047,59.4423287946,619.3970970013
2025-06-02 22:50:21.704,26.0357638253,59.0600965441,584.7338629801
2025-06-02 22:55:21.704,25.3199590097,57.5619283586,609.9856962328
2025-06-02 23:00:21.704,25.71880512,57.4721551529,589.9730604487
2025-06-02 23:05:21.704,24.8768118952,59.5726928749,588.1059354252
2025-06-02 23:10:21.704,25.4956283045,57.9798147048,604.1281710484
2025-06-02 23:15:21.704,25.3189334636,58.0874876538,626.2173545067
2025-06-02 23:20:21.704,25.2490500146,58.4380448729,600.5507689058
2025-06-02 23:25:21.704,25.6545552615,62.2089421438,588.4948776322
2025-06-02 23:30:21.704,24.8606626061,61.4507638184,585.5778056604
2025-06-02 23:35:21.704,24.4311032594,61.2380357122,610.9202506008
2025-06-02 23:40:21.704,23.7434576976,62.9920800543,601.0085457446
2025-06-02 23:45:21.704,24.5350208938,62.0691079817,600.7553479528
2025-06-02 23:50:21.704,24.3553298805,64.8333734137,599.0678082036
2025-06-02 23:55:21.704,22.9816344789,61.6210604582,608.9985815955
2025-06-03 00:00:21.704,24.8240815841,66.7463080104,609.414185482
2025-06-03 00:05:21.704,23.6076760481,65.2678687282,594.9547371593
2025-06-03 00:10:21.704,24.2913668509,62.7965545166,586.4211258259
2025-06-03 00:15:21.704,23.6465526879,65.2967103982,613.9176922613
2025-06-03 00:20:21.704,22.5894201211,67.1906740258,634.3583113939
2025-06-03 00:25:21.704,23.6668242753,67.3658415029,582.4484460367
2025-06-03 00:30:21.704,23.4455297079,65.1434100288,607.2598929888
2025-06-03 00:35:21.704,23.1620819977,65.8291714867,606.74204861
2025-06-03 00:40:21.704,23.3513674622,71.4778693933,592.8104519802
2025-06-03 00:45:21.704,22.482175829,71.3659340637,591.6284313914
2025-06-03 00:50:21.704,23.1439488388,68.819066904,665.3319044321
2025-06-03 00:55:21.704,23.1706245774,69.0432448341,615.4679629595
2025-06-03 01:00:21.704,22.7365064789,69.5644706449,602.9448142499
2025-06-03 01:05:21.704,22.0800731068,73.0064870804,590.1766203289
2025-06-03 01:10:21.704,22.5282296571,71.8485111113,595.3420539354
2025-06-03 01:15:21.704,22.3742275934,71.7158516681,594.2196654182
2025-06-03 01:20:21.704,22.7379482762,73.4041590529,583.6977180574
2025-06-03 01:25:21.704,21.5565156676,73.430819225,604.8080791586
2025-06-03 01:30:21.704,21.8873992403,72.3667673791,584.352761419
2025-06-03 01:35:21.704,22.4094350827,73.4637033323,607.5843788109
2025-06-03 01:40:21.704,21.7817319717,78.112489252,583.1884121524
2025-06-03 01:45:21.704,21.9214891591,77.3045400005,584.0006166286
2025-06-03 01:50:21.704,21.2775823825,72.0457367015,569.5327929756
2025-06-03 01:55:21.704,21.0857984886,76.6779566615,614.0761759274
2025-06-03 02:00:21.704,21.0429162114,74.0111737043,568.863286439
2025-06-03 02:05:21.704,20.8595933303,73.5726907915,601.8595329438
2025-06-03 02:10:21.704,21.3018751656,78.1018976913,568.9715701078
2025-06-03 02:15:21.704,20.899797474,78.3961152509,579.352469427
2025-06-03 02:20:21.704,20.2639881734,76.1386672562,568.8458869519
2025-06-03 02:25:21.704,20.3526313467,77.9344630167,565.6664879047
2025-06-03 02:30:21.704,20.8503737713,82.1648346281,578.9479605455
2025-06-03 02:35:21.704,20.8575352559,80.0462062297,588.2285623669
2025-06-03 02:40:21.704,20.3888292291,84.1258181397,553.8118363129
2025-06-03 02:45:21.704,19.6686758657,79.3418586568,568.3208566081
2025-06-03 02:50:21.704,19.6290546157,83.8951700649,550.0068004771
2025-06-03 02:55:21.704,19.7532996301,85.386888351,601.5474299116
2025-06-03 03:00:21.704,20.047475049,82.9095400215,551.3387544812
2025-06-03 03:05:21.704,19.7347564092,81.6281817921,531.8038137742
2025-06-03 03:10:21.704,20.5780159401,82.2773386558,574.5091613325
2025-06-03 03:15:21.704,19.7675872227,82.7036829208,545.2677469855
2025-06-03 03:20:21.704,19.0430500597,81.341755932,537.9544956898
2025-06-03 03:25:21.704,19.4055263291,86.4919476754,531.2570136796
2025-06-03 03:30:21.704,19.4036961914,87.0635344354,549.4866299183
2025-06-03 03:35:21.704,18.8066931974,85.3782510163,551.8279917951
2025-06-03 03:40:21.704,17.7589540067,87.086367718,542.2762084089
2025-06-03 03:45:21.704,18.9104362535,83.4518563671,574.4277429912
2025-06-03 03:50:21.704,19.1071127572,84.0081962004,550.0896745614
2025-06-03 03:55:21.704,19.5193812989,87.8166574775,528.8250892221
2025-06-03 04:00:21.704,18.2785279498,84.5031654256,529.1904348943
2025-06-03 04:05:21.704,18.882555089,86.9756048862,511.3686686459
2025-06-03 04:10:21.704,18.042448696,88.7653536784,508.616689178
2025-06-03 04:15:21.704,19.1190512431,87.7321971995,513.0207774905
2025-06-03 04:20:21.704,18.0578771648,88.2669961968,514.3535114313
2025-06-03 04:25:21.704,17.4825307249,88.6351692052,495.1084330377
2025-06-03 04:30:21.704,17.842987377100002,89.3250187783,531.5651284671
2025-06-03 04:35:21.704,17.550906287,85.6889668545,514.9322133986
2025-06-03 04:40:21.704,18.387323732,89.3793547353,471.6197118115
2025-06-03 04:45:21.704,17.7298553388,87.0049306603,488.2461081913
2025-06-03 04:50:21.704,18.2166989539,85.7469391428,517.0919855359
2025-06-03 04:55:21.704,18.1455226735,86.3743216555,506.3421462459
2025-06-03 05:00:21.704,17.9861286331,91.5263720381,519.9689433756
2025-06-03 05:05:21.704,18.8145285206,90.515859125,506.4182149496
2025-06-03 05:10:21.704,18.5486931881,90.624885826,469.1853475812
2025-06-03 05:15:21.704,17.7811107545,84.9135809583,496.0930626155
2025-06-03 05:20:21.704,17.532320542,89.532971898,465.4605835176
2025-06-03 05:25:21.704,18.0136575508,91.2679828803,469.1487748163
2025-06-03 05:30:21.704,18.6188689542,90.2956132215,463.6815497766
2025-06-03 05:35:21.704,18.3425795837,87.7324755154,476.3922978938
2025-06-03 05:40:21.704,18.4260218855,87.3786677096,465.1487407183
2025-06-03 05:45:21.704,18.6798521557,90.7290606158,469.7875550278
2025-06-03 05:50:21.704,18.0714919265,91.7931995639,490.5217104695
2025-06-03 05:55:21.704,17.4458613057,91.4462941971,440.9443427695
2025-06-03 06:00:21.704,17.8108148078,90.9737424497,450.2420437003
2025-06-03 06:05:21.704,17.9425887433,90.1451620954,441.6789876695
2025-06-03 06:10:21.704,18.983794715,91.1110368602,447.443162463
2025-06-03 06:15:21.704,18.4498411845,87.1005784328,427.4354599913
2025-06-03 06:20:21.704,16.9106607174,86.7164685996,426.9667832729
2025-06-03 06:25:21.704,17.6400643263,87.9851580985,440.7840891646
2025-06-03 06:30:21.704,17.2735942375,92.820534981,425.4204205939
2025-06-03 06:35:21.704,18.1154724768,89.0642714777,462.1217016482
2025-06-03 06:40:21.704,17.5465843145,90.9640988639,445.4150198161
2025-06-03 06:45:21.704,17.9488401025,92.0506621592,411.3033553391
2025-06-03 06:50:21.704,18.8016741954,89.7774425899,424.80088268
2025-06-03 06:55:21.704,17.961067724,89.5545296609,425.7845651371
2025-06-03 07:00:21.704,17.8253026624,88.4510419074,424.6138048152
2025-06-03 07:05:21.704,18.7684231731,91.9125376994,400.0
2025-06-03 07:10:21.704,18.9050072829,89.3948710274,405.5732374202
2025-06-03 07:15:21.704,19.1359459318,89.0799535316,400.0
2025-06-03 07:20:21.704,18.5481849123,90.4816666627,400.0
2025-06-03 07:25:21.704,18.6182395959,87.3153767436,400.0
2025-06-03 07:30:21.704,18.7613776592,88.7980595121,400.0
2025-06-03 07:35:21.704,18.1367710045,88.0281715076,400.0
2025-06-03 07:40:21.704,18.0240888868,88.6090853204,400.0
2025-06-03 07:45:21.704,18.363696011000002,87.1168514858,400.0
2025-06-03 07:50:21.704,18.5032527922,90.6486974449,400.0
2025-06-03 07:55:21.704,18.5938967701,90.362202016,427.765900306
2025-06-03 08:00:21.704,18.6057588406,84.5264494422,400.0
2025-06-03 08:05:21.704,18.5007476897,86.7626843168,400.0
2025-06-03 08:10:21.704,18.8423814063,86.5415101879,400.0
2025-06-03 08:15:21.704,19.490954756,87.2985946131,400.0
2025-06-03 08:20:21.704,18.8585625801,85.3539762119,400.0
2025-06-03 08:25:21.704,18.6585465358,85.0231697856,400.0
2025-06-03 08:30:21.704,19.0996439824,84.19204548,400.0
2025-06-03 08:35:21.704,19.973339721,85.2214934975,400.0
2025-06-03 08:40:21.704,20.102950699,85.9641458316,400.0
2025-06-03 08:45:21.704,19.887353349,85.3244910301,400.0
2025-06-03 08:50:21.704,20.0955163769,86.4170512978,400.0
2025-06-03 08:55:21.704,19.0052013547,82.5022088389,400.0
2025-06-03 09:00:21.704,18.9885895645,82.4733865487,400.0
2025-06-03 09:05:21.704,19.4201640606,80.8679332353,400.0
2025-06-03 09:10:21.704,19.3615159642,83.6580309512,400.0
2025-06-03 09:15:21.704,19.3932937822,83.3949532744,400.0
2025-06-03 09:20:21.704,20.3407648094,83.2276044603,400.0
2025-06-03 09:25:21.704,20.3325189584,78.4518284661,400.0
2025-06-03 09:30:21.704,19.5804266,80.4881099659,400.0
2025-06-03 09:35:21.704,20.2751980164,82.7832192268,400.0
2025-06-03 09:40:21.704,20.6734611943,81.5041378427,400.0
2025-06-03 09:45:21.704,20.568335098,78.3178061047,400.0
2025-06-03 09:50:21.704,20.271889988,79.7609342214,400.0
2025-06-03 09:55:21.704,21.1238608637,76.5891601601,400.0
2025-06-03 10:00:21.704,20.6288881871,78.2115824711,400.0
2025-06-03 10:05:21.704,20.5674301301,76.9413568295,400.0
2025-06-03 10:10:21.704,20.7971962409,77.1633896562,400.0
2025-06-03 10:15:21.704,21.1409302138,74.5021927692,400.0
2025-06-03 10:20:21.704,21.4942523785,78.043450711,400.0
2025-06-03 10:25:21.704,21.6742202063,75.7228013798,400.0
2025-06-03 10:30:21.704,21.3764378928,75.2485670916,400.0
2025-06-03 10:35:21.704,21.2594749022,75.9935019637,400.0
2025-06-03 10:40:21.704,22.4157625408,74.8391040927,400.0
2025-06-03 10:45:21.704,22.7837040756,73.9793318874,400.0
2025-06-03 10:50:21.704,22.1755165137,70.072418913,400.0
2025-06-03 10:55:21.704,22.9510415655,71.5493215582,400.0
2025-06-03 11:00:21.704,22.6206890961,72.1119527863,400.0
2025-06-03 11:05:21.704,23.3248939289,71.795827889,400.0
2025-06-03 11:10:21.704,22.0865176038,71.009235964,400.0
2025-06-03 11:15:21.704,21.7802568433,68.5416053708,400.0
2025-06-03 11:20:21.704,22.8429265233,70.7047489789,400.0
2025-06-03 11:25:21.704,22.9583102977,68.4379716808,400.0
2025-06-03 11:30:21.704,23.4123958608,71.3449240903,400.0
2025-06-03 11:35:21.704,23.3786642626,69.2069424636,400.0
2025-06-03 11:40:21.704,21.9866699234,68.0805547245,400.0
2025-06-03 11:45:21.704,23.3280071526,65.2788391966,400.0
2025-06-03 11:50:21.704,24.3126757112,65.7107469149,400.0
2025-06-03 11:55:21.704,24.1206293092,67.374535291,400.0
2025-06-03 12:00:21.704,23.4043943837,63.5767243784,400.0
2025-06-03 12:05:21.704,24.9094368224,65.5125859024,400.0
2025-06-03 12:10:21.704,23.755431537,63.7618208406,400.0
2025-06-03 12:15:21.704,24.3955188357,66.7708493084,400.0
2025-06-03 12:20:21.704,24.4049378884,61.8232446436,400.0
2025-06-03 12:25:21.704,24.4348361096,63.625164503,400.0
2025-06-03 12:30:21.704,26.1100756065,64.2175138639,400.0
2025-06-03 12:35:21.704,24.7386007914,63.4831615581,400.0
2025-06-03 12:40:21.704,25.3978590432,61.5751356521,400.0
2025-06-03 12:45:21.704,25.6902188272,58.0781305742,400.0
2025-06-03 12:50:21.704,25.2313534162,63.3215018537,400.0
2025-06-03 12:55:21.704,25.4386400432,58.0970588614,400.0
2025-06-03 13:00:21.704,26.1132441145,61.0051307912,400.0
2025-06-03 13:05:21.704,25.4379103107,56.7327508865,400.0
2025-06-03 13:10:21.704,25.0185958867,57.4988541016,400.0
2025-06-03 13:15:21.704,26.168220753900002,55.1449564932,400.0
2025-06-03 13:20:21.704,26.6576822425,56.6900320372,400.0
2025-06-03 13:25:21.704,26.1776913383,56.2219366508,400.0
2025-06-03 13:30:21.704,25.6543760663,53.8820213436,400.0
2025-06-03 13:35:21.704,26.0766740343,51.2163801202,400.0
2025-06-03 13:40:21.704,25.9820155451,54.315459218,400.0
2025-06-03 13:45:21.704,26.6091417804,55.3093838528,400.0
2025-06-03 13:50:21.704,27.0885126633,54.0168878975,400.0
2025-06-03 13:55:21.704,27.9118956561,57.744827527,400.0
2025-06-03 14:00:21.704,27.3639866816,51.2093971045,400.0
2025-06-03 14:05:21.704,25.3250139799,54.0677713964,400.0
2025-06-03 14:10:21.704,26.2081215643,52.0152401287,400.0
2025-06-03 14:15:21.704,26.5798583879,50.6325162211,400.0
2025-06-03 14:20:21.704,27.3041045479,52.015307698,400.0
2025-06-03 14:25:21.704,26.8577004653,54.9254566616,400.0
2025-06-03 14:30:21.704,27.5651068374,51.3774001869,400.0
2025-06-03 14:35:21.704,27.1370826337,50.411411073,400.0
2025-06-03 14:40:21.704,27.783735459,49.1283697115,400.0
2025-06-03 14:45:21.704,27.5530173028,44.9707950169,400.0
2025-06-03 14:50:21.704,27.889967682,48.2292889711,400.0
2025-06-03 14:55:21.704,27.595747178,50.0360804051,400.0
2025-06-03 15:00:21.704,28.7942706783,48.7318563548,400.0
2025-06-03 15:05:21.704,28.1069891924,46.1467756836,400.0
2025-06-03 15:10:21.704,28.7299383933,46.1698027362,400.0
2025-06-03 15:15:21.704,28.0620002625,49.5914090736,400.0
2025-06-03 15:20:21.704,28.1184108918,47.1215561775,400.0
2025-06-03 15:25:21.704,29.11366135,44.3511627342,400.0
2025-06-03 15:30:21.704,29.4970389353,47.8890787937,400.0
2025-06-03 15:35:21.704,28.0278515641,42.4580440795,400.0
2025-06-03 15:40:21.704,29.1435463053,43.154578624,400.0
2025-06-03 15:45:21.704,27.9126594548,46.1968403667,400.0
2025-06-03 15:50:21.704,29.1130429407,43.7358751554,400.0
2025-06-03 15:55:21.704,29.4555555836,40.4635250736,400.0
2025-06-03 16:00:21.704,28.7809967166,42.7851785229,400.0
2025-06-03 16:05:21.704,29.2450075162,41.1009275298,400.0
2025-06-03 16:10:21.704,29.2355509551,44.6975103212,400.0
2025-06-03 16:15:21.704,29.7629953926,40.6028695338,414.3632955836
2025-06-03 16:20:21.704,29.7421561901,45.6971828581,400.0
2025-06-03 16:25:21.704,29.5725982973,36.5305013511,418.106434637
2025-06-03 16:30:21.704,29.1475167882,43.4776723862,400.0
2025-06-03 16:35:21.704,28.812803442,41.9951310787,400.0
2025-06-03 16:40:21.704,29.9413774143,42.2372427944,400.0
2025-06-03 16:45:21.704,29.5496371709,41.0031169705,400.7153052414
2025-06-03 16:50:21.704,29.6553883165,39.1577366854,400.0
2025-06-03 16:55:21.704,30.3811363501,47.5354283441,406.5895407698
2025-06-03 17:00:21.704,29.5257724285,41.4897385826,400.2136756798
2025-06-03 17:05:21.704,29.4276360525,37.3727491589,400.0
2025-06-03 17:10:21.704,29.9352532053,40.5284816825,415.5102510346
2025-06-03 17:15:21.704,30.0154085136,39.8873649616,424.9061349162
2025-06-03 17:20:21.704,30.2341338767,42.7065500629,434.0646736067
2025-06-03 17:25:21.704,29.0263995772,41.1702795804,442.4438576729
2025-06-03 17:30:21.704,29.5522222819,39.9612611326,429.2604801796
2025-06-03 17:35:21.704,29.9024045954,38.4582816804,433.4220406082
2025-06-03 17:40:21.704,29.0629467567,41.2586524501,427.0470331664
2025-06-03 17:45:21.704,30.9854377985,40.4479663587,441.8811498436
2025-06-03 17:50:21.704,30.0167772304,40.5901935767,463.7696669215
2025-06-03 17:55:21.704,29.4197535916,43.9755147463,463.9819152392
2025-06-03 18:00:21.704,29.1685711352,35.9873858358,458.5220594953
2025-06-03 18:05:21.704,29.8322901941,34.4144323092,450.1273235961
2025-06-03 18:10:21.704,30.1678785129,41.5844187989,444.3522971095
2025-06-03 18:15:21.704,29.6044571909,41.5597822593,473.4460994618
2025-06-03 18:20:21.704,30.4524610732,40.2308236961,479.7328340256
2025-06-03 18:25:21.704,30.3916251409,37.292054293,484.9275223536
2025-06-03 18:30:21.704,29.5150351172,40.7785503635,504.3787215208
2025-06-03 18:35:21.704,29.2799815522,42.2118201462,471.7007786201
2025-06-03 18:40:21.704,30.4859011683,43.1507856352,469.7716960325
2025-06-03 18:45:21.704,29.6464498396,39.1585731963,466.5977116167
2025-06-03 18:50:21.704,30.0797999477,37.2501739473,487.3583554568
2025-06-03 18:55:21.704,29.9687583857,39.201336566,499.8725761344
2025-06-03 19:00:21.704,30.548973728500002,42.3587268591,484.8937872258
2025-06-03 19:05:21.704,29.5856920341,41.9633593918,490.34486778630003
2025-06-03 19:10:21.704,28.9557796353,39.7611041712,499.3848749568
2025-06-03 19:15:21.704,29.9209460419,42.1249525152,479.4598392357
2025-06-03 19:20:21.704,29.0884798619,36.1882144747,495.7452092185
2025-06-03 19:25:21.704,28.7043361601,40.9173294031,518.2370292383
2025-06-03 19:30:21.704,30.0921772574,43.1392874722,505.1496915872
2025-06-03 19:35:21.704,29.2759856398,41.9856978037,539.5686277505
2025-06-03 19:40:21.704,29.2713352114,42.8070302521,557.4580987753
2025-06-03 19:45:21.704,30.1802179215,40.3006763491,493.3591956346
2025-06-03 19:50:21.704,29.5743228599,40.575119962,511.6330465765
2025-06-03 19:55:21.704,28.9130765039,45.8496904659,511.3731660762
2025-06-03 20:00:21.704,29.106163475,42.4380078651,559.1961432759
2025-06-03 20:05:21.704,28.8032189716,44.99009722,516.0326964757
2025-06-03 20:10:21.704,29.407670378,45.4948666403,553.8335592352
2025-06-03 20:15:21.704,30.134012443,41.16944633,524.6343104661
2025-06-03 20:20:21.704,29.3074045551,42.191675419,541.4304993661
2025-06-03 20:25:21.704,28.4191188531,45.0306859114,540.5653799425
2025-06-03 20:30:21.704,28.3036644151,45.7060492261,522.7877210457
2025-06-03 20:35:21.704,28.1522105371,43.470788959,556.2598277425
2025-06-03 20:40:21.704,28.7921552461,44.1357308854,538.6342789466
2025-06-03 20:45:21.704,28.564349625,47.7775833775,526.4848722258
2025-06-03 20:50:21.704,28.4295694478,46.2193433777,530.3456519356
2025-06-03 20:55:21.704,27.9948962737,46.9882339335,568.8955218026
2025-06-03 21:00:21.704,28.3979032439,49.9237197639,556.8066820685
2025-06-03 21:05:21.704,28.5185045926,44.0787801498,540.0095884323
2025-06-03 21:10:21.704,27.3110884473,45.6518743253,574.8956156019
2025-06-03 21:15:21.704,28.4790414227,49.0619858898,566.0429756099
2025-06-03 21:20:21.704,27.7279757225,51.1541818642,569.3920788706
2025-06-03 21:25:21.704,27.5391755586,51.0879226163,579.9330883171
2025-06-03 21:30:21.704,27.8040248645,49.9691206231,568.0811322261
2025-06-03 21:35:21.704,26.896691786,48.6688474209,556.0851001839
2025-06-03 21:40:21.704,27.1441702763,50.619110112,570.460077935
